txn_id,user_id,game,date,method,amount,actual_paid,note
BILL24081814032980,2022683166,Cửu Long Tranh Bá,18/08/2024 14:03:29,momo,100000,85000,Sự kiện (X2 Bonus)
BILL24082511435036,2022683166,Cửu Long Tranh Bá,25/08/2024 11:43:50,momo,1000000,800000,Sự kiện (X2 Bonus)
BILL24083018310238,2022683166,Cửu Long Tranh Bá,30/08/2024 18:31:02,momo,1000000,800000,Sự kiện
BILL24090111112937,2022683166,Cửu Long Tranh Bá,01/09/2024 11:11:29,banking,50000,42500,Sự kiện (X2 Bonus)
BILL24090111124283,2022683166,Cửu Long Tranh Bá,01/09/2024 11:12:42,momo,100000,85000,Sự kiện (X2 Bonus)
BILL24090211081689,2022683166,Cửu Long Tranh Bá,02/09/2024 11:08:16,momo,500000,400000,Sự kiện (X2 Bonus)
BILL24090211110410,2022683166,Cửu Long Tranh Bá,02/09/2024 11:11:04,momo,5000000,4000000,Sự kiện (X2 Bonus)
BILL24090518211777,2022683166,Cửu Long Tranh Bá,05/09/2024 18:21:17,banking,1000000,800000,Sự kiện (X2 Bonus)
BILL24090518271962,2022683166,Cửu Long Tranh Bá,05/09/2024 18:27:19,banking,20000,17000,Sự kiện (X2 Bonus)
BILL24090918594064,2022683166,Cửu Long Tranh Bá,09/09/2024 18:59:40,banking,50000,42500,Sự kiện
BILL24091011321969,2022683166,Cửu Long Tranh Bá,10/09/2024 11:32:19,banking,50000,42500,Sự kiện
BILL24091011381397,2022683166,Cửu Long Tranh Bá,10/09/2024 11:38:13,momo,20000,17000,Sự kiện
BILL24091118385536,2022683166,Cửu Long Tranh Bá,11/09/2024 18:38:55,momo,1000000,800000,Sự kiện
BILL24091518202254,2022683166,Cửu Long Tranh Bá,15/09/2024 18:20:22,inapp,10000,8500,Sự kiện (X2 Bonus)
BILL24092918184687,2022683166,Cửu Long Tranh Bá,29/09/2024 18:18:46,momo,20000,17000,Sự kiện
BILL25120207020780,2022683166,Thanh Vân Kiếm,02/12/2025 07:02:07,momo,5000000,4000000,Nạp đầu (X2 Bonus)
BILL25120618114048,2022683166,Thanh Vân Kiếm,06/12/2025 18:11:40,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25120911020787,2022683166,Thanh Vân Kiếm,09/12/2025 11:02:07,banking,20000,17000,Sự kiện (X2 Bonus)
BILL25121218570745,2022683166,Thanh Vân Kiếm,12/12/2025 18:57:07,banking,20000,17000,Sự kiện
BILL25121418004757,2022683166,Thanh Vân Kiếm,14/12/2025 18:00:47,inapp,1000000,1000000,Sự kiện (X2 Bonus)
BILL25122118585634,2022683166,Thanh Vân Kiếm,21/12/2025 18:58:56,momo,2000000,1600000,Sự kiện (X2 Bonus)
BILL25122119022817,2022683166,Thanh Vân Kiếm,21/12/2025 19:02:28,momo,1000000,800000,Sự kiện
BILL25122718520892,2022683166,Thanh Vân Kiếm,27/12/2025 18:52:08,momo,50000,42500,Sự kiện (X2 Bonus)
BILL26010418413088,2022683166,Thanh Vân Kiếm,04/01/2026 18:41:30,banking,100000,85000,Sự kiện (X2 Bonus)
BILL26011018375157,2022683166,Thanh Vân Kiếm,10/01/2026 18:37:51,momo,500000,400000,Sự kiện (X2 Bonus)
BILL26011411570243,2022683166,Thanh Vân Kiếm,14/01/2026 11:57:02,momo,100000,85000,Sự kiện
BILL26011818094882,2022683166,Thanh Vân Kiếm,18/01/2026 18:09:48,momo,50000,42500,Sự kiện (X2 Bonus)
BILL26012518355239,2022683166,Thanh Vân Kiếm,25/01/2026 18:35:52,banking,20000,17000,Sự kiện (X2 Bonus)
BILL25080911582731,2022644368,Thanh Vân Kiếm,09/08/2025 11:58:27,momo,10000,8500,Nạp đầu (X2 Bonus)
BILL25081011562218,2022644368,Thanh Vân Kiếm,10/08/2025 11:56:22,momo,50000,42500,Sự kiện (X2 Bonus)
BILL25081318242995,2022644368,Thanh Vân Kiếm,13/08/2025 18:24:29,banking,10000,8500,Sự kiện
BILL25081511064512,2022644368,Thanh Vân Kiếm,15/08/2025 11:06:45,momo,10000,8500,Sự kiện
BILL25081618084841,2022644368,Thanh Vân Kiếm,16/08/2025 18:08:48,inapp,100000,85000,Sự kiện (X2 Bonus)
BILL25082314185470,2022644368,Thanh Vân Kiếm,23/08/2025 14:18:54,inapp,20000,17000,Sự kiện (X2 Bonus)
BILL25121111520876,2022647656,Thanh Vân Kiếm,11/12/2025 11:52:08,banking,200000,170000,Nạp đầu (X2 Bonus)
BILL25012418022167,2022695081,Hiệp Khách Vô Song,24/01/2025 18:02:21,banking,200000,170000,Nạp đầu (X2 Bonus)
BILL25012611074471,2022695081,Hiệp Khách Vô Song,26/01/2025 11:07:44,banking,100000,85000,Sự kiện (X2 Bonus)
BILL25020111060698,2022695081,Hiệp Khách Vô Song,01/02/2025 11:06:06,banking,2000000,1600000,Sự kiện (X2 Bonus)
BILL25020218411977,2022695081,Hiệp Khách Vô Song,02/02/2025 18:41:19,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25020718335612,2022695081,Hiệp Khách Vô Song,07/02/2025 18:33:56,banking,1000000,800000,Sự kiện (X2 Bonus)
BILL25021111320887,2022695081,Hiệp Khách Vô Song,11/02/2025 11:32:08,momo,50000,42500,Sự kiện (X2 Bonus)
BILL25021518052330,2022695081,Hiệp Khách Vô Song,15/02/2025 18:05:23,banking,5000000,4000000,Sự kiện (X2 Bonus)
BILL25021518131697,2022695081,Hiệp Khách Vô Song,15/02/2025 18:13:16,momo,500000,400000,Sự kiện (X2 Bonus)
BILL25021611205915,2022695081,Hiệp Khách Vô Song,16/02/2025 11:20:59,banking,500000,400000,Sự kiện
BILL25022111203447,2022695081,Hiệp Khách Vô Song,21/02/2025 11:20:34,banking,100000,85000,Sự kiện (X2 Bonus)
BILL25022218560036,2022695081,Hiệp Khách Vô Song,22/02/2025 18:56:00,momo,500000,400000,Sự kiện
BILL25030218173086,2022695081,Hiệp Khách Vô Song,02/03/2025 18:17:30,momo,10000,8500,Sự kiện (X2 Bonus)
BILL25030518194529,2022695081,Hiệp Khách Vô Song,05/03/2025 18:19:45,banking,10000,8500,Sự kiện
BILL25030918420777,2022695081,Hiệp Khách Vô Song,09/03/2025 18:42:07,banking,10000,8500,Sự kiện
BILL25122611351210,2022618392,Thanh Vân Kiếm,26/12/2025 11:35:12,banking,100000,85000,Nạp đầu (X2 Bonus)
BILL25122818421770,2022618392,Thanh Vân Kiếm,28/12/2025 18:42:17,momo,50000,42500,Sự kiện (X2 Bonus)
BILL26010111271952,2022618392,Thanh Vân Kiếm,01/01/2026 11:27:19,momo,20000,17000,Sự kiện (X2 Bonus)
BILL26010318374879,2022618392,Thanh Vân Kiếm,03/01/2026 18:37:48,momo,20000,17000,Sự kiện
BILL26011111385356,2022618392,Thanh Vân Kiếm,11/01/2026 11:38:53,momo,10000,8500,Sự kiện (X2 Bonus)
BILL24072618432952,2022691420,Cửu Long Tranh Bá,26/07/2024 18:43:29,momo,100000,85000,Nạp đầu (X2 Bonus)
BILL24072618461561,2022691420,Cửu Long Tranh Bá,26/07/2024 18:46:15,momo,200000,170000,Sự kiện (X2 Bonus)
BILL24072811505539,2022691420,Cửu Long Tranh Bá,28/07/2024 11:50:55,banking,100000,85000,Sự kiện
BILL24080111245146,2022691420,Cửu Long Tranh Bá,01/08/2024 11:24:51,banking,200000,170000,Sự kiện (X2 Bonus)
BILL24080411032594,2022691420,Cửu Long Tranh Bá,04/08/2024 11:03:25,inapp,200000,170000,Sự kiện
BILL24080518033044,2022691420,Cửu Long Tranh Bá,05/08/2024 18:03:30,banking,20000,17000,Sự kiện (X2 Bonus)
BILL24080518120837,2022691420,Cửu Long Tranh Bá,05/08/2024 18:12:08,momo,20000,17000,Sự kiện
BILL24080918564549,2022691420,Cửu Long Tranh Bá,09/08/2024 18:56:45,momo,50000,42500,Sự kiện (X2 Bonus)
BILL24081011443172,2022691420,Cửu Long Tranh Bá,10/08/2024 11:44:31,banking,200000,170000,Sự kiện
BILL24081011464791,2022691420,Cửu Long Tranh Bá,10/08/2024 11:46:47,banking,200000,170000,Sự kiện
BILL24081418372525,2022691420,Cửu Long Tranh Bá,14/08/2024 18:37:25,momo,200000,170000,Sự kiện
BILL24081718175120,2022691420,Cửu Long Tranh Bá,17/08/2024 18:17:51,momo,10000,8500,Sự kiện (X2 Bonus)
BILL24081818243495,2022691420,Cửu Long Tranh Bá,18/08/2024 18:24:34,banking,50000,42500,Sự kiện
BILL24081818315318,2022691420,Cửu Long Tranh Bá,18/08/2024 18:31:53,banking,20000,17000,Sự kiện
BILL24082518021561,2022691420,Cửu Long Tranh Bá,25/08/2024 18:02:15,momo,2000000,1600000,Sự kiện (X2 Bonus)
BILL24083018413755,2022691420,Cửu Long Tranh Bá,30/08/2024 18:41:37,momo,1000000,800000,Sự kiện (X2 Bonus)
BILL24090218143361,2022691420,Cửu Long Tranh Bá,02/09/2024 18:14:33,banking,20000,17000,Sự kiện (X2 Bonus)
BILL24090218182064,2022691420,Cửu Long Tranh Bá,02/09/2024 18:18:20,inapp,50000,42500,Sự kiện (X2 Bonus)
BILL24090414091020,2022691420,Cửu Long Tranh Bá,04/09/2024 14:09:10,momo,5000000,4000000,Sự kiện (X2 Bonus)
BILL24090618030549,2022691420,Cửu Long Tranh Bá,06/09/2024 18:03:05,banking,10000,8500,Sự kiện (X2 Bonus)
BILL24091018402363,2022691420,Cửu Long Tranh Bá,10/09/2024 18:40:23,momo,100000,85000,Sự kiện (X2 Bonus)
BILL24091118580684,2022691420,Cửu Long Tranh Bá,11/09/2024 18:58:06,inapp,20000,17000,Sự kiện
BILL24091511483416,2022691420,Cửu Long Tranh Bá,15/09/2024 11:48:34,momo,50000,42500,Sự kiện
BILL24092711432510,2022691420,Cửu Long Tranh Bá,27/09/2024 11:43:25,banking,100000,85000,Sự kiện
BILL24092818105746,2022691420,Cửu Long Tranh Bá,28/09/2024 18:10:57,banking,20000,17000,Sự kiện
BILL24100218170736,2022691420,Cửu Long Tranh Bá,02/10/2024 18:17:07,banking,10000,8500,Sự kiện (X2 Bonus)
BILL24100618050745,2022691420,Cửu Long Tranh Bá,06/10/2024 18:05:07,momo,10000,8500,Sự kiện
BILL24100818320014,2022691420,Cửu Long Tranh Bá,08/10/2024 18:32:00,momo,20000,17000,Sự kiện (X2 Bonus)
BILL24101018343314,2022691420,Cửu Long Tranh Bá,10/10/2024 18:34:33,banking,20000,17000,Sự kiện
BILL24090418431728,2022613006,Cửu Long Tranh Bá,04/09/2024 18:43:17,inapp,20000,17000,Nạp đầu (X2 Bonus)
BILL24090511023653,2022613006,Cửu Long Tranh Bá,05/09/2024 11:02:36,banking,10000,8500,Sự kiện (X2 Bonus)
BILL24090618163355,2022613006,Cửu Long Tranh Bá,06/09/2024 18:16:33,momo,20000,17000,Sự kiện
BILL24090918142728,2022613006,Cửu Long Tranh Bá,09/09/2024 18:14:27,momo,20000,17000,Sự kiện
BILL24091014130395,2022613006,Cửu Long Tranh Bá,10/09/2024 14:13:03,momo,100000,85000,Sự kiện (X2 Bonus)
BILL24091111425351,2022613006,Cửu Long Tranh Bá,11/09/2024 11:42:53,momo,20000,17000,Sự kiện
BILL24091511491936,2022613006,Cửu Long Tranh Bá,15/09/2024 11:49:19,inapp,10000,8500,Sự kiện
BILL25042718375071,2022640301,Tình Kiếm,27/04/2025 18:37:50,banking,200000,170000,Nạp đầu (X2 Bonus)
BILL25042718412136,2022640301,Tình Kiếm,27/04/2025 18:41:21,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25050214184474,2022640301,Tình Kiếm,02/05/2025 14:18:44,momo,200000,170000,Sự kiện (X2 Bonus)
BILL25050214201963,2022640301,Tình Kiếm,02/05/2025 14:20:19,momo,100000,85000,Sự kiện (X2 Bonus)
BILL25050511323359,2022640301,Tình Kiếm,05/05/2025 11:32:33,momo,200000,170000,Sự kiện
BILL25050511384411,2022640301,Tình Kiếm,05/05/2025 11:38:44,momo,50000,42500,Sự kiện (X2 Bonus)
BILL25051018310562,2022640301,Tình Kiếm,10/05/2025 18:31:05,banking,20000,17000,Sự kiện (X2 Bonus)
BILL25051018352212,2022640301,Tình Kiếm,10/05/2025 18:35:22,momo,500000,400000,Sự kiện (X2 Bonus)
BILL25051118003220,2022640301,Tình Kiếm,11/05/2025 18:00:32,momo,2000000,1600000,Sự kiện (X2 Bonus)
BILL25051311145466,2022640301,Tình Kiếm,13/05/2025 11:14:54,momo,2000000,1600000,Sự kiện
BILL25051718553782,2022640301,Tình Kiếm,17/05/2025 18:55:37,momo,10000,8500,Sự kiện (X2 Bonus)
BILL25052411360345,2022640301,Tình Kiếm,24/05/2025 11:36:03,banking,1000000,800000,Sự kiện (X2 Bonus)
BILL25053111064326,2022640301,Tình Kiếm,31/05/2025 11:06:43,momo,200000,170000,Sự kiện
BILL25060211535733,2022640301,Tình Kiếm,02/06/2025 11:53:57,banking,2000000,1600000,Sự kiện (X2 Bonus)
BILL25060212015287,2022640301,Tình Kiếm,02/06/2025 12:01:52,inapp,20000,17000,Sự kiện (X2 Bonus)
BILL25060618221236,2022640301,Tình Kiếm,06/06/2025 18:22:12,banking,50000,42500,Sự kiện (X2 Bonus)
BILL25060618242612,2022640301,Tình Kiếm,06/06/2025 18:24:26,banking,100000,85000,Sự kiện (X2 Bonus)
BILL25061011020680,2022640301,Tình Kiếm,10/06/2025 11:02:06,momo,500000,400000,Sự kiện (X2 Bonus)
BILL25061011035911,2022640301,Tình Kiếm,10/06/2025 11:03:59,banking,200000,170000,Sự kiện (X2 Bonus)
BILL25061307474646,2022640301,Tình Kiếm,13/06/2025 07:47:46,banking,50000,42500,Sự kiện
BILL25062011554652,2022640301,Tình Kiếm,20/06/2025 11:55:46,momo,100000,85000,Sự kiện
BILL25062118290338,2022640301,Tình Kiếm,21/06/2025 18:29:03,momo,10000,8500,Sự kiện (X2 Bonus)
BILL25062907420120,2022640301,Tình Kiếm,29/06/2025 07:42:01,banking,10000,8500,Sự kiện
BILL25070218521957,2022640301,Tình Kiếm,02/07/2025 18:52:19,banking,20000,17000,Sự kiện (X2 Bonus)
BILL25070618005153,2022640301,Tình Kiếm,06/07/2025 18:00:51,inapp,100000,85000,Sự kiện (X2 Bonus)
BILL25071018090527,2022640301,Tình Kiếm,10/07/2025 18:09:05,banking,20000,17000,Sự kiện
BILL25071118033936,2022640301,Tình Kiếm,11/07/2025 18:03:39,momo,50000,42500,Sự kiện (X2 Bonus)
BILL25072511165924,2022640301,Tình Kiếm,25/07/2025 11:16:59,momo,50000,42500,Sự kiện
BILL25080418153465,2022640301,Tình Kiếm,04/08/2025 18:15:34,inapp,20000,17000,Sự kiện (X2 Bonus)
BILL25081007541524,2022640301,Tình Kiếm,10/08/2025 07:54:15,banking,50000,42500,Sự kiện (X2 Bonus)
BILL25081211014486,2022640301,Tình Kiếm,12/08/2025 11:01:44,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25081418055921,2022640301,Tình Kiếm,14/08/2025 18:05:59,momo,20000,17000,Sự kiện
BILL25081718052073,2022640301,Tình Kiếm,17/08/2025 18:05:20,momo,20000,17000,Sự kiện
BILL25082318255016,2022640301,Tình Kiếm,23/08/2025 18:25:50,banking,20000,17000,Sự kiện
BILL25090118232199,2022640301,Tình Kiếm,01/09/2025 18:23:21,momo,50000,42500,Sự kiện (X2 Bonus)
BILL25090411381446,2022640301,Tình Kiếm,04/09/2025 11:38:14,momo,10000,8500,Sự kiện (X2 Bonus)
BILL25090611494623,2022640301,Tình Kiếm,06/09/2025 11:49:46,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25090811021754,2022640301,Tình Kiếm,08/09/2025 11:02:17,inapp,10000,8500,Sự kiện
BILL25102411175066,2022648137,Thanh Vân Kiếm,24/10/2025 11:17:50,momo,10000,8500,Nạp đầu (X2 Bonus)
BILL25102611173888,2022648137,Thanh Vân Kiếm,26/10/2025 11:17:38,momo,50000,42500,Sự kiện (X2 Bonus)
BILL25110111333613,2022648137,Thanh Vân Kiếm,01/11/2025 11:33:36,momo,50000,42500,Sự kiện (X2 Bonus)
BILL25110411041625,2022648137,Thanh Vân Kiếm,04/11/2025 11:04:16,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25110511113899,2022648137,Thanh Vân Kiếm,05/11/2025 11:11:38,momo,10000,8500,Sự kiện
BILL25110914405322,2022648137,Thanh Vân Kiếm,09/11/2025 14:40:53,banking,20000,17000,Sự kiện (X2 Bonus)
BILL25111207020468,2022648137,Thanh Vân Kiếm,12/11/2025 07:02:04,inapp,10000,8500,Sự kiện
BILL25111607332510,2022648137,Thanh Vân Kiếm,16/11/2025 07:33:25,banking,10000,8500,Sự kiện
BILL25112218112565,2022648137,Thanh Vân Kiếm,22/11/2025 18:11:25,banking,10000,8500,Sự kiện
BILL25112814231426,2022648137,Thanh Vân Kiếm,28/11/2025 14:23:14,momo,10000,8500,Sự kiện
BILL25112911121529,2022648137,Thanh Vân Kiếm,29/11/2025 11:12:15,momo,10000,8500,Sự kiện
BILL25031018192297,2022648235,Hiệp Khách Vô Song,10/03/2025 18:19:22,momo,50000,42500,Nạp đầu (X2 Bonus)
BILL25031318571088,2022648235,Hiệp Khách Vô Song,13/03/2025 18:57:10,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25032818553738,2022648235,Hiệp Khách Vô Song,28/03/2025 18:55:37,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25033011191841,2022648235,Hiệp Khách Vô Song,30/03/2025 11:19:18,momo,50000,42500,Sự kiện
BILL25040118040538,2022648235,Hiệp Khách Vô Song,01/04/2025 18:04:05,banking,20000,17000,Sự kiện (X2 Bonus)
BILL25040311391769,2022648235,Hiệp Khách Vô Song,03/04/2025 11:39:17,inapp,10000,8500,Sự kiện (X2 Bonus)
BILL25040411343246,2022648235,Hiệp Khách Vô Song,04/04/2025 11:34:32,banking,10000,8500,Sự kiện
BILL25040818000251,2022648235,Hiệp Khách Vô Song,08/04/2025 18:00:02,momo,10000,8500,Sự kiện
BILL25040918584628,2022648235,Hiệp Khách Vô Song,09/04/2025 18:58:46,inapp,10000,8500,Sự kiện
BILL25041318442471,2022648235,Hiệp Khách Vô Song,13/04/2025 18:44:24,momo,10000,8500,Sự kiện
BILL24102718060936,2022674521,Hiệp Khách Vô Song,27/10/2024 18:06:09,momo,2000000,1600000,Nạp đầu (X2 Bonus)
BILL24102718152660,2022674521,Hiệp Khách Vô Song,27/10/2024 18:15:26,banking,20000,17000,Sự kiện (X2 Bonus)
BILL24110411352881,2022674521,Hiệp Khách Vô Song,04/11/2024 11:35:28,momo,5000000,4000000,Sự kiện (X2 Bonus)
BILL24110411400670,2022674521,Hiệp Khách Vô Song,04/11/2024 11:40:06,momo,2000000,1600000,Sự kiện (X2 Bonus)
BILL24110811253573,2022674521,Hiệp Khách Vô Song,08/11/2024 11:25:35,inapp,50000,42500,Sự kiện (X2 Bonus)
BILL24111118014799,2022674521,Hiệp Khách Vô Song,11/11/2024 18:01:47,inapp,500000,500000,Sự kiện (X2 Bonus)
BILL24111311382368,2022674521,Hiệp Khách Vô Song,13/11/2024 11:38:23,momo,100000,85000,Sự kiện (X2 Bonus)
BILL24111718545066,2022674521,Hiệp Khách Vô Song,17/11/2024 18:54:50,momo,10000,8500,Sự kiện (X2 Bonus)
BILL24112211240368,2022674521,Hiệp Khách Vô Song,22/11/2024 11:24:03,banking,50000,42500,Sự kiện
BILL24120218125747,2022674521,Hiệp Khách Vô Song,02/12/2024 18:12:57,momo,20000,17000,Sự kiện (X2 Bonus)
BILL24120518243633,2022674521,Hiệp Khách Vô Song,05/12/2024 18:24:36,momo,100000,85000,Sự kiện (X2 Bonus)
BILL24120911135660,2022674521,Hiệp Khách Vô Song,09/12/2024 11:13:56,momo,100000,85000,Sự kiện
BILL24121311082996,2022674521,Hiệp Khách Vô Song,13/12/2024 11:08:29,momo,10000,8500,Sự kiện (X2 Bonus)
BILL24121411595918,2022674521,Hiệp Khách Vô Song,14/12/2024 11:59:59,banking,10000,8500,Sự kiện
BILL24122118233321,2022674521,Hiệp Khách Vô Song,21/12/2024 18:23:33,inapp,10000,8500,Sự kiện
BILL24122218381238,2022674521,Hiệp Khách Vô Song,22/12/2024 18:38:12,banking,20000,17000,Sự kiện
BILL24081811334573,2022650875,Cửu Long Tranh Bá,18/08/2024 11:33:45,momo,100000,85000,Nạp đầu (X2 Bonus)
BILL24082411473440,2022650875,Cửu Long Tranh Bá,24/08/2024 11:47:34,inapp,10000,8500,Sự kiện (X2 Bonus)
BILL24083114221148,2022650875,Cửu Long Tranh Bá,31/08/2024 14:22:11,momo,10000,8500,Sự kiện
BILL24090118024018,2022650875,Cửu Long Tranh Bá,01/09/2024 18:02:40,momo,10000,8500,Sự kiện (X2 Bonus)
BILL24090318164484,2022650875,Cửu Long Tranh Bá,03/09/2024 18:16:44,momo,50000,42500,Sự kiện (X2 Bonus)
BILL24090418403063,2022650875,Cửu Long Tranh Bá,04/09/2024 18:40:30,momo,20000,17000,Sự kiện (X2 Bonus)
BILL24062218352659,2022689234,Cửu Long Tranh Bá,22/06/2024 18:35:26,banking,20000,17000,Nạp đầu (X2 Bonus)
BILL24063018455977,2022689234,Cửu Long Tranh Bá,30/06/2024 18:45:59,banking,50000,42500,Sự kiện (X2 Bonus)
BILL24070218272686,2022689234,Cửu Long Tranh Bá,02/07/2024 18:27:26,momo,10000,8500,Sự kiện (X2 Bonus)
BILL24070318212530,2022689234,Cửu Long Tranh Bá,03/07/2024 18:21:25,momo,50000,42500,Sự kiện (X2 Bonus)
BILL24070418172194,2022689234,Cửu Long Tranh Bá,04/07/2024 18:17:21,momo,50000,42500,Sự kiện
BILL24070718580073,2022689234,Cửu Long Tranh Bá,07/07/2024 18:58:00,momo,10000,8500,Sự kiện
BILL24071114304887,2022689234,Cửu Long Tranh Bá,11/07/2024 14:30:48,banking,10000,8500,Sự kiện
BILL24120511162137,2022689234,Hiệp Khách Vô Song,05/12/2024 11:16:21,banking,10000000,8000000,Nạp đầu (X2 Bonus)
BILL26011111395987,2022697315,Thanh Vân Kiếm,11/01/2026 11:39:59,banking,200000,170000,Nạp đầu (X2 Bonus)
BILL24122111295352,2022649476,Hiệp Khách Vô Song,21/12/2024 11:29:53,banking,2000000,1600000,Nạp đầu (X2 Bonus)
BILL24122111372177,2022649476,Hiệp Khách Vô Song,21/12/2024 11:37:21,banking,1000000,800000,Sự kiện (X2 Bonus)
BILL24122918400683,2022649476,Hiệp Khách Vô Song,29/12/2024 18:40:06,banking,200000000,160000000,Sự kiện (X2 Bonus)
BILL24122918484575,2022649476,Hiệp Khách Vô Song,29/12/2024 18:48:45,momo,200000,170000,Sự kiện (X2 Bonus)
BILL25010218095514,2022649476,Hiệp Khách Vô Song,02/01/2025 18:09:55,momo,200000000,160000000,Sự kiện (X2 Bonus)
BILL25010418414386,2022649476,Hiệp Khách Vô Song,04/01/2025 18:41:43,inapp,50000,42500,Sự kiện (X2 Bonus)
BILL25010418490667,2022649476,Hiệp Khách Vô Song,04/01/2025 18:49:06,momo,2000000,1600000,Sự kiện (X2 Bonus)
BILL25011118003234,2022649476,Hiệp Khách Vô Song,11/01/2025 18:00:32,banking,100000,85000,Sự kiện (X2 Bonus)
BILL25011418212829,2022649476,Hiệp Khách Vô Song,14/01/2025 18:21:28,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25011418255012,2022649476,Hiệp Khách Vô Song,14/01/2025 18:25:50,momo,10000,8500,Sự kiện
BILL25011818102758,2022649476,Hiệp Khách Vô Song,18/01/2025 18:10:27,banking,50000000,40000000,Sự kiện (X2 Bonus)
BILL25012511245462,2022649476,Hiệp Khách Vô Song,25/01/2025 11:24:54,banking,20000000,16000000,Sự kiện (X2 Bonus)
BILL25013107380077,2022649476,Hiệp Khách Vô Song,31/01/2025 07:38:00,banking,100000,85000,Sự kiện
BILL25020411270544,2022649476,Hiệp Khách Vô Song,04/02/2025 11:27:05,inapp,2000000,2000000,Sự kiện (X2 Bonus)
BILL25020818584637,2022649476,Hiệp Khách Vô Song,08/02/2025 18:58:46,momo,200000,170000,Sự kiện (X2 Bonus)
BILL25020819084176,2022649476,Hiệp Khách Vô Song,08/02/2025 19:08:41,momo,500000,400000,Sự kiện (X2 Bonus)
BILL25021218503320,2022649476,Hiệp Khách Vô Song,12/02/2025 18:50:33,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25021418102817,2022649476,Hiệp Khách Vô Song,14/02/2025 18:10:28,momo,10000000,8000000,Sự kiện (X2 Bonus)
BILL25021418114556,2022649476,Hiệp Khách Vô Song,14/02/2025 18:11:45,momo,100000,85000,Sự kiện (X2 Bonus)
BILL25022218135477,2022649476,Hiệp Khách Vô Song,22/02/2025 18:13:54,momo,10000,8500,Sự kiện
BILL25030111110158,2022649476,Hiệp Khách Vô Song,01/03/2025 11:11:01,banking,500000,400000,Sự kiện (X2 Bonus)
BILL25030511184593,2022649476,Hiệp Khách Vô Song,05/03/2025 11:18:45,banking,200000,170000,Sự kiện (X2 Bonus)
BILL25030511202226,2022649476,Hiệp Khách Vô Song,05/03/2025 11:20:22,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25030714430012,2022649476,Hiệp Khách Vô Song,07/03/2025 14:43:00,banking,50000,42500,Sự kiện (X2 Bonus)
BILL25030918413771,2022649476,Hiệp Khách Vô Song,09/03/2025 18:41:37,momo,5000000,4000000,Sự kiện (X2 Bonus)
BILL25031307500754,2022649476,Hiệp Khách Vô Song,13/03/2025 07:50:07,momo,200000,170000,Sự kiện
BILL25031518352736,2022649476,Hiệp Khách Vô Song,15/03/2025 18:35:27,momo,1000000,800000,Sự kiện (X2 Bonus)
BILL25031611402159,2022649476,Hiệp Khách Vô Song,16/03/2025 11:40:21,banking,100000,85000,Sự kiện (X2 Bonus)
BILL25031611481174,2022649476,Hiệp Khách Vô Song,16/03/2025 11:48:11,banking,200000,170000,Sự kiện
BILL25032118125726,2022649476,Hiệp Khách Vô Song,21/03/2025 18:12:57,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25032118205234,2022649476,Hiệp Khách Vô Song,21/03/2025 18:20:52,banking,2000000,1600000,Sự kiện (X2 Bonus)
BILL25032318032424,2022649476,Hiệp Khách Vô Song,23/03/2025 18:03:24,momo,10000,8500,Sự kiện
BILL25032318062055,2022649476,Hiệp Khách Vô Song,23/03/2025 18:06:20,banking,100000,85000,Sự kiện
BILL25032818470234,2022649476,Hiệp Khách Vô Song,28/03/2025 18:47:02,momo,2000000,1600000,Sự kiện
BILL25032818554418,2022649476,Hiệp Khách Vô Song,28/03/2025 18:55:44,banking,20000,17000,Sự kiện
BILL25033018352912,2022649476,Hiệp Khách Vô Song,30/03/2025 18:35:29,momo,20000,17000,Sự kiện
BILL25040307394269,2022649476,Hiệp Khách Vô Song,03/04/2025 07:39:42,momo,200000,170000,Sự kiện (X2 Bonus)
BILL25040418401686,2022649476,Hiệp Khách Vô Song,04/04/2025 18:40:16,banking,50000,42500,Sự kiện (X2 Bonus)
BILL25040818165585,2022649476,Hiệp Khách Vô Song,08/04/2025 18:16:55,banking,20000,17000,Sự kiện (X2 Bonus)
BILL25041218575737,2022649476,Hiệp Khách Vô Song,12/04/2025 18:57:57,momo,10000,8500,Sự kiện (X2 Bonus)
BILL24100411483267,2022688088,Cửu Long Tranh Bá,04/10/2024 11:48:32,inapp,200000,170000,Nạp đầu (X2 Bonus)
BILL24100411521685,2022688088,Cửu Long Tranh Bá,04/10/2024 11:52:16,momo,10000,8500,Sự kiện (X2 Bonus)
BILL24100514501834,2022688088,Cửu Long Tranh Bá,05/10/2024 14:50:18,momo,100000000,80000000,Sự kiện (X2 Bonus)
